student_id,age,gender,year_of_study,gpa,academic_consistency,programming_skill_score,problem_solving_score,digital_skill_score,communication_skill_score,teamwork_score,leadership_score,adaptability_score,learning_motivation_score,internship_count,internship_duration_months,project_count,project_portfolio_score,industry_alignment_score,workshops_attended,online_courses_completed,networking_events_attended,career_clarity_score,market_awareness_score,higher_study_interest,target_industry,career_goal_alignment_score,interview_readiness_score,resume_quality_score,employment_competitiveness_score,employment_competitiveness_level
STU0598,24,Female,1,4.0,45.34,41.38,42.95,57.69,72.4,71.08,87.11,74.01,69.37,1,4,2,39.85,36.84,5,6,3,60.97,68.01,Undecided,Finance,77.07,72.29,40.77,0.0,Low
STU0599,21,Female,3,6.98,69.22,44.01,62.16,63.5,74.33,56.12,82.84,68.2,89.67,3,13,8,61.55,58.85,6,6,2,56.2,63.0,Yes,Healthcare,69.79,69.07,53.52,36.47,Low
STU0600,23,Male,3,5.24,58.86,70.44,71.95,84.66,77.28,70.84,75.14,85.9,76.83,3,12,8,95.63,85.8,6,2,5,95.52,100.0,Yes,Research,91.21,85.62,88.17,60.61,Medium
STU0601,22,Female,2,8.65,87.43,77.98,80.56,75.11,73.09,73.23,55.81,78.1,77.2,0,0,3,53.45,34.0,10,5,2,75.73,63.49,Undecided,Education,65.2,69.66,41.73,33.75,Low
STU0602,25,Male,1,8.13,91.06,74.88,89.82,76.35,54.26,55.87,67.58,52.91,72.25,1,3,5,74.03,62.87,4,5,4,57.48,53.13,No,Research,64.21,59.33,61.15,42.1,Medium
STU0603,21,Male,2,7.76,80.44,72.18,78.81,79.8,57.8,61.44,82.61,78.28,72.85,2,8,6,78.8,72.96,6,6,5,61.05,59.57,Yes,Government,66.14,66.66,78.44,55.04,Medium
STU0604,23,Male,2,9.03,86.04,85.11,77.43,71.56,62.9,54.22,79.14,79.27,79.71,2,9,4,56.84,54.11,8,8,4,71.94,78.08,No,Manufacturing,71.82,76.28,64.63,67.61,Medium
STU0605,24,Male,3,6.06,71.47,62.99,66.12,67.19,66.33,70.62,78.11,66.78,69.72,4,11,4,58.97,65.09,4,3,3,75.57,69.96,Yes,Finance,72.85,65.55,66.45,47.17,Medium
STU0606,20,Female,3,9.3,92.18,81.63,72.77,78.15,83.66,88.2,96.85,54.06,65.91,4,11,4,57.29,57.83,8,4,3,40.64,50.52,No,Healthcare,55.11,58.8,71.7,53.45,Medium
STU0607,24,Female,2,8.32,88.57,48.78,67.09,49.27,54.88,53.72,61.16,72.1,92.78,3,14,6,70.33,63.22,9,5,6,89.97,81.92,Yes,Manufacturing,85.76,64.25,74.81,52.31,Medium
STU0608,25,Male,2,6.92,68.94,58.24,74.23,87.21,65.35,63.18,73.99,71.91,57.32,2,6,6,70.88,71.03,8,6,5,73.06,83.86,Yes,Manufacturing,79.81,63.79,61.08,60.19,Medium
STU0609,21,Male,4,8.56,82.49,46.51,70.28,43.51,82.39,82.1,69.16,58.54,77.9,3,9,5,60.66,75.65,5,5,4,56.15,79.25,Yes,Government,69.83,75.41,65.78,54.42,Medium
STU0610,25,Other,3,5.87,63.42,66.43,78.31,55.56,66.1,81.87,76.69,54.59,62.66,4,19,2,46.69,68.31,7,5,4,100.0,81.69,Yes,Manufacturing,93.7,81.31,69.53,56.08,Medium
STU0611,22,Male,3,6.21,65.98,69.4,66.9,83.31,75.99,59.26,83.69,70.95,86.49,3,10,1,58.74,60.35,1,6,1,76.54,75.14,No,Manufacturing,71.84,82.13,70.8,42.66,Medium
STU0612,19,Male,1,6.47,71.59,71.48,82.99,78.45,68.19,69.0,62.12,69.2,73.88,4,17,5,67.0,76.53,6,9,11,93.23,75.41,No,Information Technology,84.47,75.99,78.47,61.23,Medium
STU0613,21,Male,3,6.57,67.25,70.8,68.85,60.68,73.34,75.83,62.54,66.99,65.4,3,12,2,42.96,52.0,6,6,5,88.66,82.25,No,Finance,78.63,75.91,61.06,41.22,Medium
STU0614,19,Female,1,5.93,50.52,57.94,70.53,69.94,67.03,69.14,70.13,71.0,61.75,3,6,7,67.72,71.88,10,7,5,100.0,78.19,No,Manufacturing,82.82,88.8,66.91,52.48,Medium
STU0615,23,Female,3,8.67,85.0,67.53,74.96,83.82,78.67,50.63,62.67,58.77,72.74,1,7,7,62.58,63.5,6,6,4,85.88,61.57,Yes,Manufacturing,88.52,73.43,51.37,53.21,Medium
STU0616,20,Male,4,6.89,77.57,50.53,70.55,59.49,49.91,67.47,71.88,66.78,61.9,3,9,3,47.45,57.33,4,6,4,84.17,63.14,No,Government,65.0,55.65,64.59,35.97,Low
STU0617,18,Male,2,7.62,76.5,87.72,93.05,100.0,65.28,84.57,68.48,78.4,68.39,1,5,10,93.43,60.34,9,7,6,81.48,67.36,Undecided,Healthcare,79.92,65.96,61.64,70.9,High
STU0618,25,Female,1,6.52,66.96,66.05,66.61,51.09,73.86,74.4,93.13,67.8,52.71,4,9,8,88.67,79.59,4,2,6,91.6,81.99,Yes,Consulting,100.0,73.33,78.85,61.38,Medium
STU0619,24,Female,1,5.02,62.08,63.64,67.11,73.94,76.94,64.31,54.27,51.94,54.0,4,8,6,76.85,90.62,7,8,2,61.56,49.47,Undecided,Healthcare,72.37,71.82,67.19,27.15,Low
STU0620,20,Male,2,7.52,72.7,90.66,91.55,93.53,89.41,75.1,91.68,66.33,71.19,4,15,2,63.43,100.0,8,3,5,76.23,78.77,Yes,Consulting,80.81,75.8,75.34,75.81,High
STU0621,21,Female,1,4.91,43.39,53.85,53.35,70.53,64.92,86.91,65.47,59.16,60.64,2,11,5,71.42,72.05,6,3,6,61.76,78.26,Yes,Information Technology,83.56,75.82,64.1,31.48,Low
STU0622,19,Male,1,7.12,72.96,55.37,54.89,60.41,89.23,89.25,59.99,75.21,55.29,1,4,9,74.95,60.25,4,4,2,83.98,67.2,Yes,Manufacturing,79.12,80.36,53.7,36.75,Low
STU0623,24,Male,4,5.56,56.65,55.75,77.06,59.76,61.43,74.04,72.13,75.83,66.34,0,3,5,67.06,42.09,9,8,2,65.52,59.87,No,Information Technology,63.37,64.59,43.46,21.7,Low
STU0624,19,Female,3,9.58,89.46,69.12,73.66,74.46,87.27,82.84,75.76,52.09,77.01,3,13,6,62.69,57.72,5,5,2,66.64,63.89,Yes,Government,67.5,79.98,65.93,58.22,Medium
STU0625,22,Male,2,8.29,83.38,75.61,79.48,81.74,80.63,69.67,59.23,81.11,77.05,4,8,11,97.65,92.34,6,5,2,41.39,48.55,No,Consulting,56.92,68.72,92.67,74.68,High
STU0626,19,Female,4,7.33,79.41,79.62,87.87,81.82,58.13,64.15,44.81,58.65,64.68,3,10,3,65.6,61.44,6,9,5,99.9,94.58,Undecided,Government,100.0,75.48,71.46,53.12,Medium
STU0627,22,Male,1,8.72,88.41,100.0,86.08,97.4,73.99,72.52,71.78,90.71,79.45,1,3,7,85.75,75.52,5,3,8,51.4,48.09,Yes,Healthcare,62.4,68.73,73.66,56.09,Medium
STU0628,23,Male,4,6.18,67.77,40.76,49.0,44.23,69.33,76.69,83.88,71.41,65.28,5,13,6,77.33,79.9,8,6,4,76.42,65.88,Undecided,Consulting,71.83,71.27,91.24,38.15,Low
STU0629,24,Other,2,7.85,93.34,77.91,84.76,72.57,78.13,90.25,86.14,57.04,69.05,5,22,11,99.48,100.0,4,8,6,79.2,59.07,Yes,Finance,66.85,75.61,100.0,85.17,High
STU0630,24,Male,4,7.44,74.56,62.76,54.99,57.12,67.1,81.38,73.94,58.3,70.15,2,10,5,73.37,62.25,7,11,5,91.15,82.66,Undecided,Research,71.37,66.36,64.24,38.18,Low
STU0631,18,Female,3,7.52,79.63,62.38,68.64,62.45,66.01,55.51,69.68,76.18,96.49,3,14,8,79.72,86.22,9,4,5,62.61,69.05,Undecided,Education,66.39,69.93,73.81,58.15,Medium
STU0632,21,Male,4,8.73,85.01,61.94,74.59,76.22,87.8,81.75,78.24,67.3,68.25,4,9,4,62.73,80.82,4,6,5,49.62,69.9,Yes,Education,54.55,65.6,81.03,62.08,Medium
STU0633,22,Male,4,8.08,76.8,58.19,65.91,65.08,68.72,78.29,55.42,70.84,70.27,3,11,6,67.45,78.45,6,4,8,84.42,82.15,No,Consulting,88.23,83.18,60.35,57.03,Medium
STU0634,18,Male,2,7.55,73.86,91.9,69.86,100.0,80.74,82.52,60.02,91.35,77.79,5,11,3,68.58,81.75,9,4,2,87.44,73.52,Yes,Information Technology,78.31,91.52,80.27,81.96,High
STU0635,19,Female,4,5.21,53.54,80.95,82.92,78.46,67.07,63.89,64.69,63.61,56.64,0,3,6,92.15,55.22,9,7,4,75.52,60.7,Yes,Healthcare,77.04,59.9,54.68,46.42,Medium
STU0636,19,Male,2,6.05,66.97,70.3,70.9,71.26,91.67,100.0,83.99,72.72,80.14,3,9,8,96.95,91.88,6,8,6,70.72,73.23,Undecided,Government,90.01,87.86,77.72,59.67,Medium
STU0637,18,Female,2,7.05,89.89,87.56,97.31,81.22,61.18,54.76,72.67,89.04,61.84,3,14,2,56.75,83.63,10,3,6,69.47,63.49,No,Education,67.57,67.71,65.64,53.77,Medium
STU0638,24,Male,2,7.31,70.78,50.34,60.35,53.31,62.02,57.08,72.57,75.25,67.57,4,17,4,55.79,61.29,9,5,3,53.43,65.82,Undecided,Manufacturing,63.22,58.14,73.69,29.38,Low
STU0639,19,Female,3,5.84,59.64,52.7,52.55,60.41,89.82,82.75,86.68,52.72,69.05,4,19,3,53.85,75.3,12,4,1,36.37,40.25,No,Finance,48.0,53.16,88.13,36.58,Low
STU0640,25,Male,1,10.0,99.56,41.69,70.76,66.21,64.22,90.07,72.22,78.06,80.62,5,13,4,59.73,83.61,2,2,6,94.85,75.04,Yes,Healthcare,81.97,55.56,85.02,68.07,Medium
STU0641,23,Female,3,9.02,93.95,60.91,73.57,66.64,90.81,72.5,59.51,58.04,67.91,2,10,8,96.15,77.12,7,8,7,70.19,72.72,No,Information Technology,72.85,85.37,61.27,56.72,Medium
STU0642,23,Female,3,7.92,83.12,72.1,67.11,63.72,81.59,74.06,79.26,88.88,84.72,4,11,8,95.52,100.0,8,2,4,82.32,87.13,Yes,Government,80.09,88.06,87.92,73.87,High
STU0643,25,Female,4,7.29,84.6,71.34,88.47,61.99,67.99,81.37,79.78,62.13,81.41,2,11,1,47.83,48.38,4,5,2,64.72,61.97,Yes,Healthcare,75.32,62.34,49.28,36.04,Low
STU0644,18,Female,4,6.95,55.57,71.94,61.84,67.06,46.43,60.71,32.19,100.0,76.35,2,11,4,68.4,75.34,6,0,5,64.72,87.87,Yes,Government,73.37,57.51,59.14,44.37,Medium
STU0645,25,Female,2,6.06,47.83,51.66,40.27,61.15,69.75,68.04,59.24,89.61,61.41,1,5,7,74.89,58.18,6,3,2,63.02,74.88,No,Finance,60.83,68.78,59.58,11.23,Low
STU0646,22,Female,2,7.29,72.14,80.44,87.07,88.18,71.32,77.75,64.75,62.44,73.09,4,11,6,73.31,54.96,4,11,2,67.06,59.43,Yes,Consulting,57.84,66.7,65.93,67.71,Medium
STU0647,22,Male,2,7.51,85.27,73.12,73.71,58.81,85.17,81.05,79.08,72.24,72.9,5,18,9,98.7,79.91,4,4,4,86.91,77.45,Yes,Healthcare,75.33,87.12,83.1,83.23,High
STU0648,18,Male,1,5.71,50.43,79.53,63.58,72.54,90.65,91.1,72.91,81.04,73.67,1,5,7,62.72,56.44,2,6,2,72.0,69.75,Yes,Consulting,68.68,78.19,62.42,35.69,Low
STU0649,25,Female,1,7.6,57.35,45.39,41.37,58.41,61.1,80.41,70.96,81.4,82.84,0,3,10,93.94,74.78,11,5,5,95.22,48.87,No,Information Technology,81.08,73.91,68.36,43.78,Medium
STU0650,22,Female,2,7.01,77.09,74.05,89.23,54.39,80.42,79.26,73.32,77.31,51.72,4,11,6,79.21,91.5,9,6,5,53.0,46.4,Yes,Manufacturing,60.77,60.61,95.64,76.03,High
STU0651,24,Female,2,4.91,55.9,54.56,48.8,53.67,79.95,78.89,73.69,87.03,71.67,3,10,12,84.64,77.91,6,8,3,67.35,69.06,Yes,Healthcare,75.75,73.87,67.07,42.11,Medium
STU0652,25,Male,4,6.17,57.9,64.83,64.91,60.86,83.95,79.92,68.36,70.52,50.8,5,13,8,74.36,73.29,5,6,7,69.21,78.34,Yes,Research,73.68,80.66,69.04,49.46,Medium
STU0653,24,Male,3,6.7,63.4,76.95,79.12,66.36,76.48,79.31,67.21,67.6,89.45,1,7,3,45.41,37.09,8,5,4,80.94,72.85,No,Information Technology,83.88,73.45,44.31,49.7,Medium
STU0654,22,Male,2,9.47,88.44,71.18,81.36,73.07,44.75,60.69,47.47,67.84,72.09,0,0,3,73.49,58.6,5,9,4,59.5,52.69,No,Consulting,58.5,52.81,52.73,43.69,Medium
STU0655,23,Female,3,7.87,81.6,58.93,69.6,62.81,67.98,70.58,74.26,82.3,84.97,2,7,8,72.69,65.65,4,3,4,87.29,97.67,Yes,Consulting,75.62,90.32,71.45,49.57,Medium
STU0656,22,Male,1,5.6,56.02,70.08,52.53,64.99,54.98,76.71,75.45,76.38,67.2,0,3,2,61.81,59.43,6,4,5,79.54,78.51,Yes,Manufacturing,84.91,75.83,56.74,24.18,Low
STU0657,24,Male,2,7.78,83.48,50.09,60.28,63.83,67.37,85.48,65.51,75.5,69.64,1,4,4,65.1,53.72,7,6,5,94.0,88.09,Undecided,Education,83.33,70.97,61.66,44.71,Medium
STU0658,20,Female,3,5.34,40.0,84.95,68.73,95.95,82.74,62.16,88.69,81.54,55.16,1,5,4,68.77,50.79,7,7,3,62.39,72.17,No,Healthcare,66.82,74.92,44.89,51.01,Medium
STU0659,21,Male,3,8.5,80.5,67.33,67.18,85.42,73.97,73.39,68.4,47.39,81.66,1,4,5,63.25,53.52,3,5,6,45.05,64.24,No,Manufacturing,55.22,51.95,54.27,32.07,Low
STU0660,19,Female,2,6.63,61.79,84.54,76.3,59.27,84.93,71.33,92.56,75.72,77.95,0,2,6,83.69,58.35,4,3,3,84.48,71.42,No,Consulting,81.67,82.14,44.54,45.4,Medium
STU0661,25,Male,4,7.09,72.02,63.16,74.08,72.51,74.44,70.39,63.54,74.62,90.09,5,13,4,63.83,60.2,8,4,5,86.4,84.27,No,Education,84.49,73.13,82.7,76.49,High
STU0662,20,Female,4,8.79,85.34,63.19,81.0,64.97,53.12,67.93,40.74,92.03,82.98,1,2,7,84.61,69.57,6,3,4,35.24,50.1,Yes,Government,46.79,48.86,60.11,35.64,Low
STU0663,22,Male,3,5.66,66.52,60.07,55.5,66.59,37.23,63.45,64.34,53.66,66.97,2,9,7,66.64,65.08,7,3,2,78.49,76.2,No,Consulting,88.18,63.25,64.02,35.45,Low
STU0664,23,Male,3,5.52,46.66,81.39,85.53,72.78,71.93,71.25,73.9,90.69,66.13,4,10,6,86.67,93.14,1,2,3,74.67,68.89,Undecided,Government,72.08,72.87,73.44,56.37,Medium
STU0665,18,Male,3,6.5,68.82,60.78,72.58,66.6,67.22,51.12,63.11,72.9,68.37,3,6,3,67.05,77.62,4,4,7,61.84,76.56,No,Healthcare,67.97,62.77,64.99,53.66,Medium
STU0666,22,Male,2,8.45,89.96,78.38,81.74,76.62,57.3,56.13,54.26,77.87,70.47,3,10,6,75.38,83.98,4,2,8,93.34,85.45,No,Research,92.57,65.35,73.12,73.28,High
STU0667,23,Male,2,5.38,71.42,65.03,77.98,61.98,47.89,70.52,64.24,92.11,78.39,3,8,4,55.11,81.85,8,3,7,63.65,62.41,Undecided,Healthcare,73.66,60.07,68.09,41.46,Medium
STU0668,21,Male,1,4.0,42.63,44.31,68.78,47.41,60.45,39.8,50.91,78.73,56.44,4,16,5,56.64,73.05,8,3,2,95.54,70.76,No,Finance,89.0,67.92,71.97,28.86,Low
STU0669,22,Female,3,6.66,72.21,62.59,56.93,61.94,67.47,82.24,70.02,76.8,77.29,4,11,4,56.79,49.65,8,8,8,84.08,92.64,Undecided,Healthcare,81.08,75.02,71.08,48.82,Medium
STU0670,24,Male,3,7.86,68.11,54.67,61.64,64.41,78.66,80.61,85.98,74.91,72.84,3,9,5,62.69,76.69,6,4,6,80.75,81.7,Undecided,Healthcare,82.5,70.63,78.3,47.17,Medium
STU0671,18,Female,2,8.64,71.02,70.44,52.53,76.73,72.45,85.76,78.34,66.2,72.31,4,16,6,68.75,88.49,2,6,3,77.3,79.1,No,Manufacturing,78.06,60.35,84.06,64.55,Medium
STU0672,23,Female,4,6.64,75.67,54.52,67.56,70.52,90.9,78.92,85.67,71.66,88.06,2,8,3,57.73,57.82,10,6,3,80.99,78.75,No,Information Technology,77.65,86.08,60.71,54.94,Medium
STU0673,23,Female,4,6.71,70.35,82.04,79.46,72.18,56.54,44.83,55.04,63.41,68.31,1,5,5,78.81,42.36,7,6,4,61.08,58.68,Undecided,Finance,56.48,56.85,53.17,37.43,Low
STU0674,23,Male,4,8.58,95.47,68.82,79.07,72.69,81.45,80.96,72.59,71.47,86.67,4,19,3,56.21,81.88,5,1,4,52.06,45.63,No,Healthcare,55.94,60.1,71.12,74.02,High
STU0675,21,Male,3,4.96,45.03,67.69,55.98,78.85,70.61,84.52,61.39,43.97,72.42,2,9,2,38.06,52.03,7,3,1,95.5,78.9,No,Manufacturing,93.2,86.2,52.09,24.3,Low
STU0676,22,Male,4,6.73,74.21,78.53,59.92,86.85,79.03,84.81,73.0,77.15,85.88,4,13,5,76.03,66.07,3,4,3,61.49,60.82,Undecided,Consulting,75.37,74.01,78.08,56.91,Medium
STU0677,21,Male,1,7.43,89.95,82.53,86.61,76.8,64.33,62.32,26.04,70.54,88.02,0,0,8,77.08,53.16,7,3,3,66.82,71.29,No,Government,78.09,69.07,49.63,44.43,Medium
STU0678,25,Other,4,7.74,82.6,69.74,86.94,68.15,83.93,78.64,69.42,67.97,71.54,2,9,4,66.41,63.51,5,5,2,49.88,70.46,No,Consulting,58.96,70.72,62.7,42.89,Medium
STU0679,19,Male,1,6.59,71.25,59.97,62.2,66.89,73.84,67.9,69.24,74.64,74.4,5,10,4,61.56,76.95,4,9,5,79.27,69.2,Yes,Government,68.36,65.2,84.66,59.43,Medium
STU0680,19,Female,4,7.24,75.22,46.94,65.97,46.32,61.17,59.33,70.82,54.8,55.9,1,6,6,63.8,51.46,4,6,3,54.08,52.31,No,Research,47.19,61.76,63.7,23.21,Low
STU0681,25,Female,2,4.21,40.0,61.08,43.94,63.66,69.84,80.98,70.58,95.15,72.04,5,11,0,46.54,83.14,5,4,6,76.22,63.46,Undecided,Manufacturing,78.89,77.24,71.42,39.61,Low
STU0682,22,Female,4,6.41,77.18,61.98,73.56,73.53,66.89,58.13,69.24,70.77,75.71,5,22,4,64.6,94.35,3,7,3,65.15,63.58,No,Research,72.33,65.56,78.54,43.64,Medium
STU0683,24,Female,4,7.74,75.38,71.39,70.36,77.68,76.36,65.42,43.83,70.25,72.67,4,8,3,63.09,93.56,3,4,3,73.47,52.59,Undecided,Government,62.59,76.47,79.26,56.1,Medium
STU0684,21,Male,1,6.02,67.71,65.51,62.08,65.33,54.66,53.56,59.73,60.42,76.07,2,7,4,69.5,54.76,5,7,3,95.35,77.9,Yes,Research,79.87,66.11,61.97,39.3,Low
STU0685,18,Male,3,7.27,64.49,78.94,67.01,77.59,69.62,56.43,45.0,72.29,58.39,3,9,4,64.33,81.74,9,4,2,53.0,61.55,Yes,Research,69.27,54.43,57.19,31.78,Low
STU0686,23,Female,4,7.74,71.4,62.03,64.75,57.87,75.14,75.28,58.63,88.64,91.3,4,15,7,73.3,80.23,0,2,4,62.25,68.73,No,Information Technology,73.88,65.68,91.93,54.45,Medium
STU0687,23,Male,3,6.79,81.16,69.26,77.63,77.13,70.43,83.31,72.52,84.43,86.85,4,13,6,82.86,85.9,3,8,1,58.45,40.56,Yes,Education,64.55,62.24,76.98,54.15,Medium
STU0688,22,Male,4,7.4,74.17,85.39,68.89,78.19,87.51,77.53,92.33,82.25,75.0,3,13,6,85.02,89.15,8,3,7,77.42,88.0,Yes,Healthcare,84.57,81.98,76.01,80.35,High
STU0689,24,Male,3,6.04,74.53,74.44,71.41,70.18,80.06,60.97,73.81,78.56,73.31,5,17,4,62.3,79.42,9,4,4,76.21,70.95,Yes,Government,78.65,73.55,68.5,51.53,Medium
STU0690,19,Male,2,6.95,72.0,69.22,71.02,66.45,69.9,79.85,73.64,67.7,74.84,3,7,5,53.2,62.45,6,10,5,66.76,63.86,No,Education,52.98,70.61,71.68,51.37,Medium
STU0691,19,Male,2,7.93,68.48,62.17,58.15,65.56,72.82,89.63,77.34,54.6,79.04,5,15,4,64.9,74.02,7,6,9,87.61,90.16,Undecided,Information Technology,83.36,78.42,72.44,73.4,High
STU0692,23,Male,2,7.39,82.75,61.77,86.13,61.49,73.84,66.77,61.27,69.59,75.75,0,1,10,95.51,51.54,12,3,2,70.42,70.01,Yes,Manufacturing,85.35,62.71,64.86,45.45,Medium
STU0693,22,Female,4,6.5,64.37,58.94,57.22,71.0,75.24,69.07,64.46,69.17,69.58,1,5,5,55.93,47.05,5,2,5,60.84,54.84,Yes,Education,57.6,69.29,57.58,33.3,Low
STU0694,21,Female,2,7.47,82.12,62.97,66.72,62.68,46.27,65.98,67.79,84.59,79.28,2,8,6,65.25,64.81,3,2,5,89.79,75.93,Undecided,Information Technology,83.51,62.24,58.68,57.87,Medium
STU0695,19,Female,3,8.06,82.72,79.82,72.04,91.83,66.08,85.95,57.98,75.71,92.7,2,7,11,99.67,76.37,3,3,4,66.42,60.25,Undecided,Education,76.88,65.96,70.88,66.82,Medium
STU0696,21,Male,3,4.74,41.86,67.12,74.24,83.57,50.7,57.62,67.96,91.35,63.74,4,16,2,57.11,68.04,4,6,3,67.48,60.43,Undecided,Research,72.64,56.98,72.17,34.79,Low
STU0697,24,Male,3,8.59,88.46,52.45,73.99,51.93,86.62,65.65,67.97,86.37,81.61,1,2,2,68.23,54.79,2,7,4,68.72,72.28,Yes,Consulting,64.46,67.81,42.22,49.09,Medium
STU0698,19,Male,4,6.8,86.57,92.99,79.65,83.84,69.21,77.46,82.32,66.52,88.43,5,16,3,76.49,96.11,7,3,6,73.36,63.97,No,Research,62.18,70.9,92.32,80.11,High
STU0699,19,Female,4,7.71,82.84,74.16,86.22,66.28,67.49,78.36,83.83,50.46,70.46,1,4,6,63.89,58.31,6,5,4,87.8,79.28,Yes,Manufacturing,93.53,70.85,55.7,47.15,Medium
STU0700,20,Female,2,8.64,87.36,51.71,70.45,57.17,81.66,76.81,55.22,88.63,92.4,2,11,6,64.61,52.91,5,5,5,83.38,64.93,No,Healthcare,80.44,70.91,54.75,57.4,Medium
STU0701,19,Male,4,5.55,67.48,64.26,69.59,87.37,75.49,68.39,63.83,88.31,66.91,1,5,4,61.73,56.27,6,6,3,79.31,80.83,No,Research,81.47,73.53,52.18,40.65,Medium
STU0702,25,Female,4,6.35,68.62,71.44,68.41,68.22,55.33,74.84,57.76,55.61,63.85,3,10,3,64.02,74.77,3,5,3,55.47,53.89,No,Consulting,62.34,59.04,68.05,39.45,Low
STU0703,18,Male,3,6.85,73.12,92.16,76.07,86.29,69.08,76.37,50.25,90.11,90.98,0,1,8,85.76,68.87,3,6,3,69.65,88.33,No,Consulting,74.67,72.85,59.63,41.63,Medium
STU0704,25,Female,4,6.26,58.7,55.59,63.26,67.99,65.64,61.85,53.67,76.59,62.43,1,7,3,59.13,60.29,5,6,5,67.89,76.9,Undecided,Finance,66.23,62.27,67.91,29.33,Low
STU0705,22,Female,2,9.28,95.16,82.69,81.16,67.47,47.32,61.78,90.75,73.93,79.12,3,13,6,74.84,81.42,4,7,7,78.41,74.52,Yes,Consulting,79.45,61.28,65.6,63.53,Medium
STU0706,22,Female,1,6.17,72.78,88.19,94.69,71.95,61.03,53.95,69.45,91.38,80.2,1,7,5,80.53,68.27,12,2,2,67.09,52.97,Yes,Manufacturing,59.52,64.63,57.63,46.16,Medium
STU0707,21,Female,4,6.53,62.92,61.83,54.69,53.95,67.61,77.28,94.96,88.14,64.56,1,4,3,57.25,33.83,4,8,7,91.57,86.26,Undecided,Government,82.26,77.06,49.82,44.64,Medium
STU0708,25,Female,2,7.45,87.02,66.39,87.62,59.65,68.51,68.21,78.95,79.82,75.68,4,17,5,84.6,81.24,5,4,3,79.67,79.03,No,Research,75.95,67.27,90.65,52.86,Medium
STU0709,25,Male,4,5.76,61.2,56.53,60.97,34.59,50.73,58.47,52.24,77.68,70.74,0,2,5,72.62,53.15,1,4,4,78.86,76.82,Yes,Education,82.86,69.77,52.06,21.97,Low
STU0710,25,Female,4,6.73,64.36,67.36,70.23,74.49,84.97,77.91,71.93,79.4,71.77,2,11,3,69.09,85.03,9,6,5,55.34,58.58,Yes,Healthcare,55.49,78.17,62.4,59.69,Medium
STU0711,24,Male,1,7.58,85.2,69.52,82.77,90.78,68.67,71.3,77.18,67.2,86.5,0,3,3,50.87,52.94,3,4,6,59.24,82.0,Yes,Research,64.82,65.58,49.12,51.96,Medium
STU0712,19,Female,4,6.8,69.19,78.58,69.54,76.7,70.49,80.67,79.11,71.34,84.49,2,8,5,68.25,61.39,1,5,4,62.12,67.65,No,Research,59.99,66.7,69.19,56.98,Medium
STU0713,18,Female,2,7.09,79.13,84.17,87.49,64.13,75.21,79.76,67.79,61.17,63.34,3,11,6,82.08,68.1,5,8,1,70.13,55.04,Yes,Finance,64.75,71.58,78.56,61.33,Medium
STU0714,21,Female,3,6.56,67.0,60.27,43.91,58.72,59.76,65.33,47.69,68.0,69.85,0,2,5,56.23,44.05,12,6,2,87.87,91.91,Undecided,Consulting,93.79,72.85,37.18,36.29,Low
STU0715,25,Male,3,5.38,58.0,44.42,49.53,51.84,75.93,81.81,100.0,67.6,71.65,4,10,4,63.91,66.48,7,5,3,58.59,68.03,No,Information Technology,64.16,71.89,76.7,35.78,Low
STU0716,25,Female,4,7.59,81.76,69.72,67.6,60.17,65.23,73.36,68.29,64.38,86.58,4,11,3,60.45,94.98,6,4,3,45.68,61.07,Undecided,Healthcare,56.95,51.78,74.31,49.32,Medium
STU0717,20,Female,1,9.31,95.83,73.82,71.73,81.2,58.34,61.99,60.37,73.64,87.1,0,3,6,84.64,58.7,9,5,1,91.5,64.19,Yes,Manufacturing,79.97,68.89,48.49,42.22,Medium
STU0718,21,Female,3,7.22,61.01,73.24,67.59,80.38,77.45,73.61,74.49,68.11,69.4,5,12,4,69.49,91.04,6,6,5,63.09,66.73,Yes,Education,64.44,75.52,91.12,61.88,Medium
STU0719,25,Male,3,7.47,69.38,65.75,71.96,56.61,89.39,78.74,74.99,78.03,78.69,1,5,8,83.37,69.5,7,1,6,69.05,63.03,Undecided,Consulting,61.77,68.91,53.51,53.89,Medium
STU0720,21,Male,4,8.03,88.78,71.62,83.92,78.64,79.42,80.79,77.6,52.53,77.9,0,2,5,69.09,59.21,7,5,4,85.11,74.64,Yes,Finance,76.4,76.97,44.58,55.12,Medium
STU0721,19,Male,3,5.68,60.2,89.7,78.36,96.6,82.0,73.23,89.57,70.64,58.91,0,0,8,85.24,50.29,6,2,1,87.57,73.13,Yes,Consulting,76.03,71.57,66.3,27.95,Low
STU0722,20,Male,1,9.24,89.49,74.96,74.73,92.25,63.23,64.55,64.91,73.58,80.13,2,8,3,54.61,72.22,9,10,2,56.31,39.39,No,Healthcare,53.5,56.81,50.78,52.33,Medium
STU0723,21,Female,2,7.44,67.45,65.15,70.88,96.48,49.23,81.84,55.0,68.27,82.22,3,11,6,79.91,74.08,7,3,1,74.03,50.02,No,Research,62.66,63.09,69.33,45.87,Medium
STU0724,18,Male,2,9.16,84.88,63.5,74.28,57.91,89.37,89.61,79.77,69.93,73.82,2,10,5,72.57,81.03,6,7,4,90.9,65.71,Yes,Government,80.48,79.69,62.62,65.27,Medium
